filename,title,id,slug,url,created,tags_before,tags_after
stanford-encyclopedia-of-philosophy-sep.md,Stanford Encyclopedia of Philosophy (SEP),DG-RSRCH-288,stanford-encyclopedia-of-philosophy-sep,https://plato.stanford.edu,"August 31, 2025 6:26 PM",digital-humanities;encyclopedia,digital-humanities;encyclopedia
storylinejs.md,StorylineJS,DG-RSRCH-105,storylinejs,http://storyline.knightlab.com/,"August 31, 2025 2:51 PM",digital-humanities;storytelling;visualization,digital-humanities;storytelling;visualization
storymapjs.md,StorymapJS,DG-RSRCH-106,storymapjs,https://storymap.knightlab.com/,"August 31, 2025 2:51 PM",digital-humanities;maps;story,digital-humanities;maps;story
stylo.md,Stylo,DG-RSRCH-17,stylo,https://github.com/computationalstylistics/stylo,"August 31, 2025 2:51 PM",digital-humanities;r;stylometry,digital-humanities;r;stylometry
tapor-3.md,TAPoR 3,DG-RSRCH-66,tapor-3,http://tapor.ca/home,"August 31, 2025 2:51 PM",digital-humanities;directory;r;text-analysis,digital-humanities;directory;r;text-analysis
taxonomy-of-digital-research-activities-in-the-humanities-tadirah.md,Taxonomy of Digital Research Activities in the Humanities (TaDiRAH),DG-RSRCH-67,taxonomy-of-digital-research-activities-in-the-humanities-tadirah,https://tadirah.info/,"August 31, 2025 2:51 PM",dh;digital-humanities;taxonomy,dh;digital-humanities;taxonomy
tesseract-ocr.md,Tesseract OCR,DG-RSRCH-311,tesseract-ocr,https://github.com/tesseract-ocr/tesseract,"August 31, 2025 6:26 PM",digital-humanities;ocr,digital-humanities;ocr
textgrid.md,Textgrid,DG-RSRCH-7,textgrid,https://textgrid.de/,"August 31, 2025 2:51 PM",digital-editing;digital-humanities;scholarly-editions,digital-editing;digital-humanities;scholarly-editions
the-programming-historian.md,The Programming Historian,DG-RSRCH-98,the-programming-historian,https://programminghistorian.org/,"August 31, 2025 2:51 PM",beginner;digital-humanities;german;peer-reviewed;r;tutorials,beginner;digital-humanities;german;peer-reviewed;r;tutorials
timelinejs.md,TimelineJS,DG-RSRCH-107,timelinejs,https://timeline.knightlab.com/,"August 31, 2025 2:51 PM",digital-humanities;timeline,digital-humanities;timeline
tineye.md,TinEye,DG-RSRCH-18,tineye,https://tineye.com/,"August 31, 2025 2:51 PM",digital-humanities;images;r;reverse-image-search;search,digital-humanities;images;r;reverse-image-search;search
trafilatura.md,Trafilatura,DG-RSRCH-5,trafilatura,https://trafilatura.readthedocs.io/,"August 31, 2025 2:51 PM",cli;crawler;digital-humanities;extraction;python;r;scraping;text,cli;crawler;digital-humanities;extraction;python;r;scraping;text
transkribus.md,Transkribus,DG-RSRCH-6,transkribus,https://transkribus.eu/,"August 31, 2025 2:51 PM",digital-humanities;handwriting;htr;ocr,digital-humanities;handwriting;htr;ocr
tropy.md,Tropy,DG-RSRCH-320,tropy,https://tropy.org,"August 31, 2025 6:26 PM",digital-humanities;metadata,digital-humanities;metadata
universal-viewer.md,Universal Viewer,DG-RSRCH-313,universal-viewer,https://universalviewer.io,"August 31, 2025 6:26 PM",digital-humanities;iiif;viewer,digital-humanities;iiif;viewer
vistorian-online.md,Vistorian.online,DG-RSRCH-108,vistorian-online,https://vistorian.github.io/,"August 31, 2025 2:51 PM",digital-humanities;networks;r;visualization,digital-humanities;networks;r;visualization
voyant.md,Voyant,DG-RSRCH-19,voyant,https://voyant-tools.org/,"August 31, 2025 2:51 PM",digital-humanities;r;text-analysis;visualization;webapp,digital-humanities;r;text-analysis;visualization;webapp
wax.md,Wax,DG-RSRCH-76,wax,https://minicomp.github.io/wax/,"August 31, 2025 2:51 PM",digital-humanities;exhibits;iiif;jekyll;r,digital-humanities;exhibits;iiif;jekyll;r
webrecorder-io.md,webrecorder.io,DG-RSRCH-8,webrecorder-io,https://webrecorder.io/,"August 31, 2025 2:51 PM",archiving;capture;digital-humanities;playback;r;web;web-archiving,archiving;capture;digital-humanities;playback;r;web;web-archiving
wethink-hypotheses-org.md,wethink.hypotheses.org,DG-RSRCH-71,wethink-hypotheses-org,https://wethink.hypotheses.org/,"August 31, 2025 2:51 PM",blog;digital-history;digital-humanities,blog;digital-history;digital-humanities
wikidata-query-service-wdqs.md,Wikidata Query Service (WDQS),DG-RSRCH-326,wikidata-query-service-wdqs,https://query.wikidata.org,"August 31, 2025 6:26 PM",digital-humanities,digital-humanities
wikidata.md,Wikidata,DG-RSRCH-325,wikidata,https://www.wikidata.org,"August 31, 2025 6:26 PM",digital-humanities,digital-humanities
wikipedia-digital-history.md,Wikipedia: Digital history,DG-RSRCH-72,wikipedia-digital-history,https://en.wikipedia.org/wiki/Digital_history,"August 31, 2025 2:51 PM",digital-history;digital-humanities;encyclopedia;r;wikipedia,digital-history;digital-humanities;encyclopedia;r;wikipedia
youtube-metadata.md,YouTube Metadata,DG-RSRCH-20,youtube-metadata,https://mattw.io/youtube-metadata/,"August 31, 2025 2:51 PM",digital-humanities;metadata;r;youtube,digital-humanities;metadata;r;youtube
